name,degree,addr,tel,review,type,r_review,,,,,,,,,,
진양 회 앤 초밥,4.6,제주특별자치도 제주시 건주로4길 14-7 1층,064-757-8238,3,"초밥,롤","가성비 대박맛집 👍아이에 대한 배려도 있고친절하기도 하셔서 더 좋았어요/0 최고중에 최고입니다 맛,가격 모두 너무 좋습니다/0",,,,,,,,,,
모모토세,4.7,제주특별자치도 제주시 선사로8길 83 1층,,182,"돈까스,우동","토요일 2시 재료 소진!제가 다 기분이 좋네요~^^개업때 부터 지금까지 한결 같은 모습이 너무 좋습니다!텐동마니아로써저렴한 가격에느끼함도 적어서자꾸 먹고 싶은 집입니다./0 정말 맛집입니다!! 이런글 처음 올리는데 다른분들께 추천해주고 싶어서 올려요/0 가게 깔끔하고 깨끗하다음식도 정갈하게 잘나오고 텐동 야채튀김인데 소금간장 찍으면 맛인13,000원 비싼감이 있지만밥(간장양념,김)추가는 공짜/0 no review in crawling",,,,,,,,,,
우사미횟집,4.2,제주특별자치도 서귀포시 대정읍 최남단해안로 51,064-792-2991,27,일식집,짱이에요 짱맛있고 나오는 요리도 짱입니당/0 육지에서 오신 분들 모시고 가면 열의 열 분 모두 만족하시는집! 스끼다시가 알차서 추천드립니다!/0 별 다섯개!!!가성비 최고배터지겠어요./0,,,,,,,,,,
한라미담우동,5,제주특별자치도 제주시 관덕로11길 35 2층,0507-1451-0704,672,"돈까스,우동","맛도 있고 친절하고 위치도 좋지만 좀 가격대가 있다는 게 유일한 단점 😢/0 /0 자루냉우동(16,000원)제주텐동(18,000원)여자 둘이서 시켜서 먹었는데 배부르게 잘 먹었어요! 11시에 오픈인데 11:30분쯤 도착해서 25분정도 웨이팅하고 주문하고 추가 30분정도 기다렸다가 먹었는데 한시간정도 기다려서 먹을만 한거 같아요 사장님 직원분들 전부 다 너무 친절하시고 너무 기분좋게 먹고 왔습니다 :)/0 no review in crawling",,,,,,,,,,
윤슬,,제주특별자치도 제주시 구좌읍 김녕로17길 30,010-6328-6974,36,일식,리뷰 첨 써봐요 입에 넣자마자 돈가스가 사르르 녹아요 리뷰 보고 돈가스가 어떻게 사르르 녹아? 했는데 진짜 녹아요.. 돈가스가 맛있어 봤자지 하는 분들은 한 번 드셔보세요 앞으로 제주도 오면 꼭 와야될 곳 됐어요ㅎㅎ 한입한입 먹을 때마다 감탄하면서 먹을 수 있슴니다😱🤤/0 왜... 평이좋은지 이해할수없음. 그냥 평범... 한거에 비해서 그리고 양에 비해서 너무 비쌈. 샌드위치는 편의점 돈까스샌드가 더 나음../0 돈가스 바삭 촉촉... 남편과 눈치싸움만든 돈가스. 남은 한개 결국 반으로 갈라먹고 평화되찾음! 가츠산도는 아래 리뷰처럼 고기가 반만들어있어 허걱 했지만 맛은 나쁘지 않았고 카레 맛은 쏘쏘. 그런데 같이 나온 아보카도가 안익어서 딱딱.. 재료를 좀더 살펴보셔야할듯! 그래도 돈가스는 다시 가서 먹고싶은맛/0 no review in crawling,,,,,,,,,,
스시아카리,4.9,제주특별자치도 서귀포시 칠십리로 135 2층,010-8324-2725,78,일식집,"이날 날씨가 좋아 뷰가 장난 아니다. 15만 원짜리는 아닌 듯 하다. 생와사비를 써야지 없으면 장사를 안 해야지.. 딱 5-7만 원 사이가 적당할 듯서율의 미들급 스시랑 별 다를 바 없음./0 자, 타 플랫폼도 그렇고 평이 다 다르지만그럼에도 제주살이 6개월 간 6번 방문 한 것에 흐회는 커녕 탁월한 선택이었음에 틀림 없다맛으로만 볼 것이 아닌 뷰, 친절함, 더군다나 관광객들에게 가장 중요한 제주스러운 네타 또는 츠마미에도 완벽하지만 관광객 아닌 스시 마니아도 만족한 곳/0 벤자리 초밥 잊지 못해요 뱅에돔 5짜 잡아서 방문하겠습니다너무 맛있게 잘먹었습니다다음에도 방문하겠습니다/0 no review in crawling",,,,,,,,,,
어림향,4.6,제주특별자치도 제주시 서사로24길 22,064-727-7999,3,일식,회식으로 갔는데 입담도 좋으시고 서비스도 많이 챙겨주십니다. 숙성회를 이용한다고 하더라고요. 굿입니다!/0 /0 와드/0,,,,,,,,,,
홍대개미 제주시청점,2.5,제주특별자치도 제주시 중앙로 243 2층,064-752-5004,5,일식,배달시켜먹었눈데 연어덮밥 비려요../0 스테이크 덮밥 너무 질겨요/0 맛없음/0,,,,,,,,,,
어랑,4.9,제주특별자치도 제주시 월대6길 19,064-900-0076,3,일식집,회를 무지 무지 좋아해서 외도 많은 곳을 다녔는데 여기를 모르고 있었다니. 숙성이 잘 되서 식감이 쫄깃하고 참다랑어뱃살도 먹을 수 있어서 좋네요. 사이드 메뉴로 나오는 생선조림이나 튀김도 훌륭합니다. 앞으로 단골 각^^/0 장모님께 칭찬 받음~평가 끝~쵝옵니다~서귀포 토평리 주민임~친절과 맛 주변 환경 쵝오~/0 외도동 더불어 제주 전체에서 제일 밋있는 횟집이었습니다. 너무너무 친절하시고요 음식들도 하나하나 모두 맛있고 정성이 느껴졌어요. 최고입니다! 조만간 또 갈게요./0 no review in crawling,,,,,,,,,,
스시한점 오마카세,4.5,제주특별자치도 제주시 조천읍 조함해안로 480 2층,064-782-9942,534,"초밥,롤","ㅋㅋㅋㅋ 블로그 리뷰 알바 열심히 하셨네요. 담부턴 반찬이라도 새로 담던가... 사진이 완전 똑같잖아요. 이런거 사기라는 생각은 안하시는지... ㅉㅉ/0 맛, 친절 모두 완벽한집/0 비려서 거의 못먹었어요. 혼자가니까 너무 불친절했음/0",,,,,,,,,,
바삭 시청점,3,제주특별자치도 제주시 서광로32길 32 2층,064-726-4279,7,"돈까스,우동","무난해요/0 매장은 환기가 잘 안되는지 조리할때 타는듯한 매캐한연기가 테이블까지 와서 기침이 계속나왔고, 주문한 메뉴가 아닌 다른 메뉴가 나왔는데 다시 주문한대로 내주려면 얼마나걸릴지, 금방다시 갖다준다던지 안내도 없었습니다. 직장인이라 점심시간이 정해져있어 다시 음식을 기다리려면 시간이 촉박하니 그냥 먹으려 했지만 몇분안에 나온다고 하여 그냥 기다렸습니다. 주문한음식이 다시 나왔지만 안심까스를 주문했는데 생선까스가 같이 섞여있었음에도 불구하고 죄송하다고 사과도없고 계산하고 나갈때까지도 사과한번 못받았네요.별점1점도아까운가게입니다/0 서귀포점과 비교하면 맛의 차이가 심한데 같은 덴가 싶을정도고 튀김옷을 돈가스 밑부분엔 대강해서 고기가 보일정도네요. 탁자와 유리창 청결상태가 ㅠ.ㅠ/0 no review in crawling",,,,,,,,,,
한점,4.1,제주특별자치도 제주시 인다2길 30 2층,070-8838-4720,22,"돈까스,우동","개존맛 ㄷ험ㄴ/0 등심좋아해서 등심 맛있게 잘 먹었는데 안심이 약간 더 맛있을정도로 안심맛집임ㅎㅎ인생돈까스 랭킹에서 세번째정도, 맛있음!/0 가격 대비 양은 평범 안심이 나왔는데 미오글로빈색 붉은게 아니라 핏물이 뚝뚝 떨어짐 혹시나 먹어봤는데 아니다를까 굉장히 비린내남..안심돈까스../0 no review in crawling",,,,,,,,,,
겐,4.7,제주특별자치도 서귀포시 신동로67번길 13,064-739-3113,2,"돈까스,우동",가성비 최고고 넘 친절해용 ㅠㅠ더 잘 됐으면 좋겠어요치돈 추천!!/0 /0,,,,,,,,,,
부부키친,3.3,제주특별자치도 서귀포시 성산읍 서성일로 1024,,56,일식,"감귤밭에 둘러싸여 먹는 맛과 멋이 좋네요. 닭고기가 육고기 같고 넘 맛나서 흡입.. 근데 왜이렇게 맛있나 보니 달달한 맛이 한가득인 거임. 일본 가정식이라 그런가 싶다가도 설탕량이 많은거 같다는 의심은 계속 듬/0 지난주에 지나가다보고 평점이 좋기도 하고 맛있어보여서 이번주에 다시왔는데요. 고등어온소바, 치킨난반정식. 새우튀김냉소바. 새우튀김 이렇게 시켜먹었습니다. 자극적이지않고 재료의 신선함이 느껴졌고 정말 너무너무 맛있었구요. 시킨메뉴가 모두 맛있었던 경우도 잘 없었던것 같아요. 넘 유명해져서 못오게 될까봐 걱정되지만 넘 맛있고 만족스러워서 별점 남깁니다./0 맛은 평타인데 가격이 높습니다.가격보고 들어가세요.그리고 바쁜건 알겠는데 손님 온 순서대로 하셔야지 수시로 테이블 순서 바꾸니 주의하세요바탑 의자는 많이 흔들려서 말하니, 수리해도 흔들린다고 대답하네요. 서서 먹으라는건지,뭘 어쩌라는건지 참...그리고 식당에 애완견 출입 시키려면 아예 안내문구 붙여 놓으시든지..도대체 뭘 어쩌겠다는건지.../0 no review in crawling",,,,,,,,,,
구르메스시,4.2,제주특별자치도 서귀포시 신서로48번길 59 1층,064-738-4123,60,일식,여기쉐프 생각과말이좀이상하던대 손님을 가지고 놈그리고 음식줄 때마다지금쯤이면 배부르실텐데하면서 반강제 종용음식만드는걸 자꾸 귀찮아함정해진대로 주면 먹고나가는대뭔 이상한 헛소리를잘해서 일행에게 민망칼질 자주 빗나감그리고 어느분 리뷰에 제주도민 맞냐고했다는대 난 그느낌 어떤 느낌인지알것 같음 손님에게 역 갑질/0 와이프 생일날 런치 방문 했어요~가성비 좋은것같아요~/0 몇일전 디너이용~평점에비해 여러모로 많이 부족한 오마카세집~우니를 대대적으로 홍보하길래 갔더니 우니를 반 잘라서 주시네요~ 자고로 장사는 재료 아끼면 망하는법~ 돈이 아까운 저녁이였습니다. 차라리 같은값이라면 신라호텔 디너 가는게 정신건강에 좋을것 같습니다./0 no review in crawling,,,,,,,,,,
트리안,4.8,제주특별자치도 제주시 용담로 79 1층,070-4202-1642,1,"돈까스,우동",음식 나오는 시간이 길긴 하지만 맛있어요/0,,,,,,,,,,
오레노카츠 제주협재점,4.8,제주특별자치도 제주시 한림읍 한림로 392 1층,,21,"돈까스,우동",관광지 물가로 비싸긴 하지만 맛은 확실합니다/0 고기는 두툼하고 부드러운데 기름기가 너무 많아서먹다 물려요ㅜㅜ소바는 너무 달고ㅜ/0 사장님 친절하시고 수제 돈가스 부드러움체다랑 매콤 조합이 좋음/0,,,,,,,,,,
명가일식,3.7,제주특별자치도 제주시 만덕로6길 34 1층,064-725-4333,1,일식집,제가 초밥 아주 좋아해요. 모듬초밥정식 주문했는데 사시미 회 서비스 있을 줄 알았는데요. 정말 아쉽네요. 청각장애인 때문에(?) 일부러 주지 않는 것같아요. 앞으로 주문(메뉴-사시미추가)시 꼭 서비스를 했으면 좋겠네요./0 맛집입니다./0,,,,,,,,,,
한스시,3.8,제주특별자치도 서귀포시 천제연로 238,064-738-8979,4,"초밥,롤",아줌마 불친절..말투가 너무 시비거는투로 하네요. 그리고 음식 적게 시킨다고 쫓아내는곳!/0 혼자 출장왔는데 맛있게 잘 먹었어요/0,,,,,,,,,,
봉자네상점,4.3,제주특별자치도 제주시 구좌읍 월정7길 26 1동,064-784-2738,180,"돈까스,우동",17일 목요일에 11시 반 오픈시간 맞춰서 방문했음사장으로 추정되는 남자가 그쯤 도착했는데 우리랑 같이 가게 앞에서 기다리는 아주머니가 오픈시간 물어보셨는데 사장이 양해의 말은 커녕 오늘 일이 있어서 늦었다고 짜증내듯이 말함그래서 12시에 오픈한다고 못 기다릴거면 그냥 가라고 말함아주머니가 기분 나쁘게 물어본것도 아니었는데얼마나 맛있는지 모르겠지만 옆에서 듣고있던 우리도 기분나빠서 다른곳가서 먹었음기분 좋게 먹으러 온 손님한테 그러지맙시다 사장님/0 이주좋아요/0 그냥 관광지 정도의 맛 돈까스가 맛없을 수 없지 라도 좀 별로였네요/0,,,,,,,,,,
아란어가,3.6,제주특별자치도 제주시 아란9길 14 1층,064-759-8825,14,"초밥,롤","도민맛집 회정식 가성비 좋음. 스끼만 찍고 먹느라 메인은 못 찍음 ㅋ/0 평 좋아서 기대하고 갔는데 좀 실망했습니다.점심 런치는 15000원이긴 한데 양이 그렇게 많진 않아요 알밥양도 적구요,,,, 초밥에는 와사비가 많아서 먹기 좀 힘들었어요그리고 친절도도 뭐 좋은편은 아니긴 해요.두명이서 가서 3만원 냈는데 먹고도 좀 배고파서 근처 빵집 가서 빵도 먹었네요./0 주변 도민들이 점심특선이나 회정식 등등 먹으러 가는 동네일식집. 가성비 위주 로컬식당인 점 감안하면 적당히 이해가능한 퀄리티./0 no review in crawling",,,,,,,,,,
참치코지,4.2,제주특별자치도 서귀포시 대청로 39 2층 202호,064-739-5887,22,참치회,비싸지도않고 맛있쪄요~/0 ♡/0,,,,,,,,,,
애월연어 서귀포점,4.9,제주특별자치도 서귀포시 홍중로27번길 4,064-763-0711,20,일식집,"SO YUM. The salmon is fresh and doesn’t taste fishy. There’s also plenty to eat if you’re not into raw fish./0 애월 연어 두번째 방문인데 요기 지점도 매우 맛있어용..주차도 편하고.. 사장님 묵묵히 집중해서 요리하시는데 역시 비주얼 요리 나오네요.제가 사진은 잘 못찍었네요재방문 의사100프로요/0 맛 3.5/5위생 4/5가성비 4/5친절도 -/5-초밥을 먹지 않는 사람도 먹을만한 메뉴가 많음-가게 근처 공터에 주차<23/6/7 수 20시 방문>뚱땡이 초밥, 불땡이 초밥, 흑돼지 덮밥 주문-불땡이 초밥은 토치로 익힌 연어인것 같은데 비린 맛이 없어서 좋았음-흑돼지 덮밥은 특별하지 않지만 무난하게 먹을만 했음/0 no review in crawling",,,,,,,,,,
카츠소랑,4.6,제주특별자치도 서귀포시 남원읍 남한로 22-1 남원중학교 정문아랫길,010-9141-9430,14,"돈까스,우동",와 진짜 미쳐따 ㅜㅜ너무 맛있어서 놀랐어요!손님 많아지기 전에 또 와야겠다...청귤소금에 찍어먹으니 넘나 황홀../0 치돈 맛있다는 소문듣고 왔는데 등심이랑 냉소바도 존맛👍🏻 특등심 안내문보고 사장님께 요청했는데 안먹었음 어쩔뻔~~ 정말 설명처럼 일반 부위보다 훨씬 부드럽고 맛있었어요! 남원 오시면 꼭 드세요😁/0 친정 부모님께서 근처에 계시는데 맛있는것을 사드리고 싶어서 검색해 보니 평점이 좋아 주문하려는데 업무종료시간이 한시간도 남지 않아 픽업하기위해 주문을 하고 비가 엄청 오는데 매장 찾느라 헤메었는데 낮이었으면 찾기 쉬웠을텐데 하는 아쉬움이 있었지만 집에 돌아와서 부모님과 함께 식사를 하니 부모님께서 아주 만족스럽게 식사하시고 나 또한 맛이있어서 날씨의 궂음이 하나도 영향 없이 맛있게 먹고 며칠 후에 제주도를 떠난 후 다시 드시게 하고 싶어 주문 배달 하였는데 사장님께서 우리부모님이 연세가 많으심을 알고 배달이 불가한 상황인데도 갖다 주셔서 너무 감사 했어요~ 다음에 친정 갔을때 재방문 할거예요 그때는 낮에~^^/0 no review in crawling,,,,,,,,,,
스시렌,3.4,제주특별자치도 제주시 원노형10길 36 1층,064-746-3636,29,"초밥,롤","정말 최고였어요! 예전 리뷰들이 별로라 망설였는데, 23년5월 기준 매우매우 만족했습니다. 이 가격에 이정도 퀄리티인게 놀랍고, 서울에 오마카세 오마카세 하며 말도 안되는 코스 내놓는 더 비싼 업장들이 반성좀 했으면 좋겠네요…/0 너무너무 맛있고 가족들 다 만족한 식사였습니다.전체적으로 맛 없는 메뉴가 없구용최고입니다/0 그랜드하얏트 묵는 김에 근처 맛집 찾다가 발견한 곳. 그땐 코시국 시절이라 다행인지 당일 예약 받아주셔서 디너로 갔어요~ 일단 초밥에 밥알부터 맛있습니다..! 간이 기가 막혀요. 남편은 그 게장으로 만든 초밥을 엄청 좋아했습니다ㅋㅋ진짜 재료도 신선하고 마지막에 주시는 국화빵모양 과자에 아내분이 만드신 수제잼 아이스크림 얹어주시는데 넘 맛있ㅠㅠ 그날 배가 살짝 아파서 더 맛있게 못 먹은게 아쉬워요ㅠㅠ사장님 번창하세요~~/0 no review in crawling",,,,,,,,,,
김용복참치,3.9,제주특별자치도 제주시 과원북4길 9,064-711-1244,2,일식집,"열번 간사람입니다처음에는 젤 저렴한 코스를 시켜도 나쁘진 않았으나,특히 가격을 상승한 이후,스끼다시나 횟감... 둘다...가면 후회합니다돈벌이??메인 회는 다른 참치집 추가참치처럼 나오더라구요1~4단계에서 중간단계 시켜도 이정도이면 다른데가서 최저코스 드세요서빙할 때, 회 부위 설명은 기대도 안했으나, 제공된 회 모양이 짜투리에 너무 별로라이름걸고 하는 주인장에게 문제제기했을때 이게가게 스타일이라고 우기는모습 보니 할말없더라구요가게안내 사진은 잘나온것만 올렸나보네요언젠가 홀에서 일하다말고 소주 마시던 모습 회상되며 아~~앞으론 오지 말아야 겠다... 다짐합니다/0 기대를 너무 많이 하고 갔나봐요.../0 진심 최고~!!/0",,,,,,,,,,
진하우스,4.3,제주특별자치도 제주시 조천읍 함와로 566-27 제주스위스마을 108동 1층,,11,"돈까스,우동","아주 맛나는 돈가스/0 화요일 2시 반 경에 어머니와 방문하였습니다. 가장 가장 최근 리뷰에 최악의 경험을 하신 분이 계셔서 걱정했는데 다행히 맛있게 먹었습니다.사장님 혼자 일하셔서 음식은 다소 늦게 나왔지만 사장님께서 저희에게 미리 양해를 구하신 부분이어서 괜찮았습니다.물과 반찬, 커틀러리는 셀프라고 써 있었지만 사장님이 여유가 나셔서 음식과 함께 직접 챙겨주셨습니다.공간이 다소 협소하고 조금 환기가 안 되는 느낌이어서 어머니께서 불평하셨지만 전 그럭저럭 괜찮았습니다.잘 먹고 갑니다! 번창하세요ㅎㅎ/0 비리고 맛없어요. 그나마 괜찮았던 해물라면은 이제 안하시나봐요./0",,,,,,,,,,
신미조리,0,제주특별자치도 제주시 문송1길 2,064-794-5577,0,"초밥,롤",,,,,,,,,,,
숯불덮밥화리,3.9,제주특별자치도 제주시 애월읍 유수암평화5길 30,064-799-7990,56,일식,두번 다신 안감/0 일부러 찾아갈만 하지는 않아요.../0 다른 식당 갔다가 휴무일이라 우연히 방문하고 왔어요 식당들이 몇군데 모여있기는 하지만 관광객들이 자주 찾는곳이 아닌데도 단일메뉴로 식당을 하시는 이유를 알거 같은 맛이었어요적당한 두께감의 제주돼지 상겹살을 데리야끼소스로 양넴해서 숯불에 굽고 잘라서 이쁘게 밥위에 데코해주시고 얇게 썬 파를 적절하게 올려서 나오는데 발라스가 죽여줍니다중간쯤 먹고 수란에 밥 비벼서 먹는걸 추천해 주셨는데 전 극호였어요살짝 느끼할수도 있는걸 생와사기와 초절임 무절임 고추절임등이 딱 잡아줘서 아주 맛있게 먹었어요/0 no review in crawling,,,,,,,,,,
일본라멘집 유라유라,,제주특별자치도 서귀포시 중정로91번길 35 1층,064-805-2022,33,일본식라면,,,,,,,,,,,
맛있당 돈까스 제주본점,4.5,제주특별자치도 제주시 국기로1길 2 1층,064-747-1482,39,"돈까스,우동",치즈돈까스 맛있고 직원분 친절해요!/0 겉바속촉 하고 간도 적당해서 너무 맛있게 먹었어요불친절 하다 해서 걱정했는데 생각외로 너무 친절해서편하게 식사하고 갔어요 다음에 또 들리고 싶어요:)/0 여기는 등심반 치즈반이 가장 맛있어요소스가 돈가스랑 어울려요시간이 지나도 바삭바삭해요12시 까지 해서 좋아요주차하기는 어려워요종류가 다양해요/0 no review in crawling,,,,,,,,,,
창작일식요리엔,4.6,제주특별자치도 제주시 연화로2길 22,064-747-1678,7,일식,사장님이~~막 퍼주세요~~~^0^최고 맛집 인정??? 인~~~~정~~~/0 /0 제주도 최고의 횟집/0,,,,,,,,,,
애월연어 아라점,4.7,제주특별자치도 제주시 아란7길 11 1층 102호,064-727-0711,2,"초밥,롤",맛있어요!/0 가격이 쪼끔 높긴하나 맛이며 친절이며 넘 좋습니다. 계속 가고 싶네요/0,,,,,,,,,,
하꼬네,4.5,제주특별자치도 제주시 신성로10길 5,064-727-1161,1,일식,초밥의 밥이 짱 맛있어요/0,,,,,,,,,,
윤가우동 중문본점,4.1,제주특별자치도 서귀포시 천제연로 178,064-738-7400,27,"돈까스,우동",무난하지만 자주 찾게되는 곳/0,,,,,,,,,,
스시러브,4.6,제주특별자치도 제주시 절물1길 25,064-900-2228,12,"초밥,롤",포장주문읗 하였는데 사장님 인상이 아주 좋으신 분이었음 친절하게 웃으면서 안내해줬음다양한 구성에 부족한 부분이 없었음/0 가성비 좋네요개인적으로 포장보다 매장에서 먹는게 더 좋았어요/0 포장하러 갔는데 아무도 응대안해주고한참뒤에 주방에서 아무 설명없이손모양으로 포장 안된다고 하네요/0 no review in crawling,,,,,,,,,,
셰프의초밥 제주,3.6,제주특별자치도 제주시 관덕로15길 2,064-725-8859,79,"초밥,롤",회 아주 싱싱!!!딱새우장국 맛도 최고!!/0 맛은 무난한데 점심 피크 때 잘못 걸리면 주문하고 30분 기다려야 함/0 기대 안하고 들어갔는데 맛있었어요!/0,,,,,,,,,,
주야진,4.9,제주특별자치도 서귀포시 남원읍 위미중앙로 199,064-764-5576,21,일식집,맛집 맞습니다. 사장님 혼자 하셔서 좀 기다리는 묘미가 있지만 맛있어요.^^ 다음에도 또 올듯요.^^/0 오랜만에 들렸는데도여전히 맛있어요!🥹🥹욕심부려서 메뉴를 세개나 시켰는데남기고 온 짬뽕전골이 아직도 아른거립니다.다음에 또 올거에요!/0 /0,,,,,,,,,,
300kg 참치,4.4,제주특별자치도 제주시 연수로4길 21 1층,064-755-1407,4,참치회,"진짜 참치 사시미 러버들은 무조건 사야하는 곳입니다킹맛이에요안타깝게 금액은 조금 비싸지만먹으면 안아깝다 라고 생각드실겁니다저는 가격보다 퀄리티 라서 전혀안아까웠습니다/0 참치투어 많이 해봤으나 여기보다 맛있는 참치집은 없는 듯참치 좀 아는 사람들은 참치 중에서도, 가장 최상급인 참다랑어 중에서도, 이정도 퀄리티에 양이면 가성비 최고에 진짜 혜자라는 걸 공감하실 겁니다./0 숙성참치를 처음 먹어보는데 속이 편하고느끼하지않아서 좋았습니다사장님이랑 직원분? 친절하셔서 기분이 좋았어요/0 no review in crawling",,,,,,,,,,
라멘맛심,3.6,제주특별자치도 제주시 신대로9길 7 1층,064-712-5248,2,일본식라면,국물에서 냄새 올라와요.. 국물맛도 밍밍하고 면이랑 따로 놀아서 남기고 왔네요. 차슈 고긴 맛있었어요. 다른 테이블 보니까 라면시키는 팀은 없고 전부 돈까스 카레아니면 덮밥이네요./0 남이 어떨게 팔든 지가 뭔 상관인데 이렇게 팔아야되니 마니 하는지는 모르겠지만저는 여기 맛있었습니다!지가 뭔 경험을 겪었는지는 모르겠지만 모두가 힘든 코로나 시기에 이렇게 피해를 주면 안된다고 생각해요냉정하고 솔직하게 여기 맛있습니다! 전 지인들한테 추천까지 할 정도로 맛집이었어요!! 추천!!!!/0 피터 별점 테러단 뭐냐 ;사장님 번창하세요/0,,,,,,,,,,
타코닷,4.8,제주특별자치도 제주시 연화로1길 24 1층,064-712-9901,23,일식,짱 맛있어요 😎👍 먹다보면 어느새 사라짐ㅠㅠ 넉넉하게 시켜드세욤 ㅎㅎ 다 맛있어욤/0 진짜 제대로 만드는 타코야끼집 찾기 힘들어졌는데 여긴 찐맛집!!! 네기랑 명란마요 최애🧡/0 진짜문어 타코야끼 처음이에요!!👍👍/0,,,,,,,,,,
월정리유메이우동,4.5,제주특별자치도 제주시 구좌읍 월정3길 52,064-783-9877,299,"돈까스,우동",훌륭하다: 썩 좋아서 나무랄 곳이 없다./0 에어컨 빵빵하고 분위기 좋고 음식도 맛있음. 곱창에서 냄새 안나고 카레우동은 살짝 걸쭉하고 안맵고 좋았음./0 카레우동 먹었는데 고소하고 맛있었어요사장님도 친절하세요~ 월정리 오시면 방문 추천드립니당👍😄/0 no review in crawling,,,,,,,,,,
치사토부엌,3.9,제주특별자치도 제주시 국기로 5 1층,070-4114-1111,21,"돈까스,우동",비행기시간땜에 후다닥 움직이느라 여러모로 진상이었을텐데 웃음잃지 않으시고 응대해주셔서 감사합니다 생선까스 새우튀김 최고였고 고기듬뿍들어간 토마토 파스타도 맛있었습니다우리집 앞이 아닌것이 아쉬운 맛집입니다/0 생선까스 너무 맛있어서 자주 방문할꺼 같아요/0 넘 맛있다고 지인이 칭찬이 장난아니였었는데왜 그런지 오늘 해결하고 왔다…다음주 애들과 함께 또 가기로 했다..ㅎ맛집 리스트에 오늘도 한곳 추가 ^^/0 no review in crawling,,,,,,,,,,
홈팝참치 제주서호점,4.1,제주특별자치도 서귀포시 신서로48번길 65 1층,064-739-3782,0,참치회,"실속세트 소가 35,000원일단 참치 외에 특별한 반찬은 없고장국 맛이 이상해서 돈코츠라멘을 주문 했는데굵은 면을 사용하고 국물도 돼지뼈를 우려낸 구수한 국물맛은 아니고 비리고 우유맛이 좀 강하게 났습니다돈코츠라멘은 정말 최악 입니다/0 무순사이에 곰팡이 덩어리가 있어서 얘기했더니 사과 한마디 없이 무순만 바꿔서 먹으라네요.같은 접시에 있던 참치회에 곰팡이균이 없을까요?/0 곰팡이/0",,,,,,,,,,
경양카츠 제주점,3.6,제주특별자치도 제주시 남광로2길 22 1층 102-2호,064-756-1021,30,"돈까스,우동",튀김옷이 바삭바삭해요! 특히 안심까스 완전 부드러워용 반찬도 많고 실내 인테리어도 좋아요ㅎㅎ/0 딴데 맛있는데 갈듯!!/0 맛있어용/0,,,,,,,,,,
키친초이,5,제주특별자치도 제주시 동광로15길 3 2층,010-9339-5264,0,"초밥,롤",존맛임.......숨겨진 맛집. 배달만하시는거같은게 아쉬워잉/0,,,,,,,,,,
제주나기,4.4,제주특별자치도 제주시 애월읍 구엄동1길 7,064-713-9922,251,일식집,"깔끔 정갈함 예약가능주문 후 음식서빙되기까지 너무 오래 걸린다는 거 빼곤 분위기 음식 주차 등 모두 만족/0 비싸 너무삐싸 이러니 제주 안간다고 그러는거다/0 혼밥도 가능한 곳..이긴 한데 1인 손님 안내해주는 테이블이 입구 근처인데다 바로 옆에 카운터가 있고 그옆은 주방이라 어수선한편임. 본인 다음에 다른 1인 손님 오니까 안쪽으로 안내 안 하고 역시 입구 근처 자리(방금 전에 마찬가지로 1인 손님 먹고 간 곳)에 안내해주는 거 보면, 1인은 고정 자리인듯? 분위기랑 선곡 좋고 직원 친절한데 혼밥하러갈 거라면 좀 생각해보기를. 음식도 가격에 비하면 맛있는 편은 아님. 그냥 분위기 내보려고 가는 정도./0 no review in crawling",,,,,,,,,,
삼다참치,5,제주특별자치도 제주시 삼무로9길 30 태원빌라 1층,064-711-5577,3,참치회,여기여기짱~~/0 참치맛집 #삼다참치 #/0,,,,,,,,,,
만타스시31 연동점,3.7,제주특별자치도 제주시 사장1길 33,064-900-2777,2,"초밥,롤","인생 최악의 스시...남은 찬밥으로 만든거 같은... 별 안주는 방법 몬라서 1개줌.,./0 둘이서 각각 20피스에 3만 5천원!친절한 응대에 감사드립니다~/0 사장님이 친절하시고 생선 질도 정말 좋아요가격도 정말 저렴합니다강추합니다/0",,,,,,,,,,
고추냉이식당,4.1,제주특별자치도 제주시 애월읍 광령5길 8 1층,064-748-4145,26,"돈까스,우동",너무 맛없어서 충격..입구가 지저분하고 잡다한물건들 늘어져있어 쎄한 느낌에도 그냥 들어갔는데ㅠ돈까스는 느끼하고 반찬도 사다 쓴 무말랭이에밍밍한 장국마저 맛없어요.왜 점심시간임에도 불구하고 손님이 없는지 알았어요….ㅜㅜ/0 /0 개인적으로 멘치까스 > 등심 > 치돈 고기는 촉촉하고 튀김옷은 바삭고추 장아찌가 새콤달콤해서 돈까스가 안 물려요밥이 촉촉하고 단 맛나서 좋았어요+ 조리시간이 길지만 기다릴 만한 맛이다/0 no review in crawling,,,,,,,,,,
진진돈가츠,4.7,제주특별자치도 제주시 오복2길 35-1 1층,070-7576-3393,8,"돈까스,우동",,,,,,,,,,,
긴꼬리딱새,4.9,제주특별자치도 제주시 수덕9길 86-8 1층,070-8860-3690,8,일식집,,,,,,,,,,,
곁애,,제주특별자치도 서귀포시 문부로 36-6 1층,064-900-4104,34,일식,,,,,,,,,,,
요기소바 외도점,4.5,제주특별자치도 제주시 우령안1길 29 1층,064-748-0064,13,"돈까스,우동",,,,,,,,,,,
